id,timestamp,hour,day,month,datetime,timezone,source,destination,cab_type,product_id,name,price,distance,surge_multiplier,latitude,longitude,temperature,apparentTemperature,short_summary,long_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,windGustTime,visibility,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,icon,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,ozone,sunriseTime,sunsetTime,moonPhase,precipIntensityMax,uvIndexTime,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
7b05dc8f-ffe3-40e3-94b0-dbce2b8ab55c,1543690683.0,18,1,12,12-01-2018 18:58,America/New_York,Financial District,Fenway,Lyft,lyft_plus,Lyft XL,22.5,4.6,1.0,42.3647,-71.0542,43.64,43.64, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.54,2.73,3.36,1543672800,9.88,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, partly-cloudy-day ,27.9,1022.86,303,0.3,1,9.88,274.8,1543665331,1543698851,0.82,0.0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
ed8fc3b1-46d3-4508-a64d-d85e4dd7c55f,1543631584.0,2,1,12,12-01-2018 02:33,America/New_York,Northeastern University,Theatre District,Lyft,lyft_lux,Lux Black,19.5,2.0,1.0,42.3644,-71.0661,36.89,34.35, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.71,3.41,4.58,1543554000,9.884,42.57,1543600800,31.48,1543658400,40.51,1543611600,27.89,1543658400, cloudy ,28.43,1018.23,303,0.97,0,9.884,290.5,1543578870,1543612473,0.79,0.0004,1543593600,28.64,1543575600,42.57,1543600800,27.2,1543568400,40.51,1543611600
1975d3b0-36b3-4558-888e-4f0ee7aacda8,1543656780.0,9,1,12,12-01-2018 09:33,America/New_York,Theatre District,North End,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,,1.57,1.0,42.3429,-71.1003,31.87,27.83, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.82,4.09,4.09,1543672800,9.687000000000001,44.82,1543690800,34.57,1543712400,44.15,1543690800,35.22,1543712400, partly-cloudy-night ,26.99,1019.9,312,0.52,0,9.687000000000001,282.9,1543665338,1543698866,0.82,0.0,1543683600,31.11,1543662000,44.82,1543690800,27.8,1543662000,44.15,1543690800
c850651c-4562-4720-b6ca-f31d06e5ce3a,1543700884.0,21,1,12,12-01-2018 21:48,America/New_York,West End,South Station,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,8.0,2.14,1.0,42.2148,-71.033,40.2,38.55, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.65,3.03,3.03,1543672800,9.454,44.11,1543690800,34.58,1543712400,43.44,1543690800,35.23,1543712400, partly-cloudy-night ,29.53,1023.13,99,0.54,0,9.454,271.9,1543665299,1543698873,0.82,0.0,1543683600,30.17,1543662000,44.11,1543690800,25.87,1543662000,43.44,1543690800
970c841f-60a9-4392-a9f7-90aee777d3c8,1543663083.0,11,1,12,12-01-2018 11:18,America/New_York,Theatre District,Northeastern University,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,12.5,1.8,1.0,42.3647,-71.0542,32.31,28.18, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.79,4.24,4.75,1543672800,9.85,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, partly-cloudy-night ,26.59,1021.74,320,0.67,0,9.85,281.4,1543665331,1543698851,0.82,0.0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
c6481a0e-0b16-423a-ae63-daca4ab5011c,1543672381.0,13,1,12,12-01-2018 13:53,America/New_York,North End,North Station,Lyft,lyft,Lyft,7.0,1.1,1.0,42.3503,-71.081,35.95,30.89, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.72,6.06,6.35,1543672800,9.874,44.65,1543690800,34.88,1543712400,43.98,1543690800,35.53,1543712400, partly-cloudy-day ,27.65,1022.26,342,0.54,1,9.874,280.0,1543665335,1543698860,0.82,0.0,1543683600,31.57,1543665600,44.65,1543690800,28.1,1543658400,43.98,1543690800
8b837df1-264f-416b-808a-074475377cec,1543672076.0,13,1,12,12-01-2018 13:47,America/New_York,Haymarket Square,Financial District,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,26.5,0.99,1.0,42.3503,-71.081,35.95,30.89, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.72,6.06,6.35,1543672800,9.874,44.65,1543690800,34.88,1543712400,43.98,1543690800,35.53,1543712400, partly-cloudy-day ,27.65,1022.26,342,0.54,1,9.874,280.0,1543665335,1543698860,0.82,0.0,1543683600,31.57,1543665600,44.65,1543690800,28.1,1543658400,43.98,1543690800
f4475c93-cc26-4306-9e4a-2e3af22ee274,1543673584.0,14,1,12,12-01-2018 14:13,America/New_York,Beacon Hill,Fenway,Lyft,lyft_plus,Lyft XL,13.5,2.37,1.0,42.3647,-71.0542,36.99,32.27, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.68,5.87,6.26,1543672800,9.91,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, partly-cloudy-day ,27.53,1022.32,344,0.44,1,9.91,280.1,1543665331,1543698851,0.82,0.0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
ce32c4b5-e2b4-46a3-b925-dc3c5e850999,1543630203.0,2,1,12,12-01-2018 02:10,America/New_York,West End,Boston University,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,23.0,2.8,1.0,42.3644,-71.0661,36.89,34.35, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.71,3.41,4.58,1543554000,9.884,42.57,1543600800,31.48,1543658400,40.51,1543611600,27.89,1543658400, cloudy ,28.43,1018.23,303,0.97,0,9.884,290.5,1543578870,1543612473,0.79,0.0004,1543593600,28.64,1543575600,42.57,1543600800,27.2,1543568400,40.51,1543611600
be007138-158b-42c7-a782-763c7db0a3f6,1543646883.0,6,1,12,12-01-2018 06:48,America/New_York,South Station,Financial District,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,15.0,0.54,1.0,42.3647,-71.0542,34.59,32.16, Overcast , Light rain in the morning and overnight. ,0.0,0.0,0.78,3.07,3.07,1543672800,9.945,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, cloudy ,28.47,1019.21,296,0.94,0,9.945,287.3,1543665331,1543698851,0.82,0.0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
79952b05-5d6f-4f05-a1de-3a5168bb5400,1543697878.0,20,1,12,12-01-2018 20:57,America/New_York,West End,Northeastern University,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,10.0,3.08,1.0,42.3559,-71.055,43.14,43.14, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.55,1.93,3.7,1543672800,9.661,44.76,1543690800,34.95,1543712400,44.09,1543690800,35.6,1543712400, partly-cloudy-day ,27.88,1022.92,105,0.53,0,9.661,273.3,1543665330,1543698852,0.82,0.0,1543683600,31.57,1543658400,44.76,1543690800,27.88,1543658400,44.09,1543690800
7346cb50-168b-4807-b60b-da231ec7445a,1543680182.0,16,1,12,12-01-2018 16:03,America/New_York,Northeastern University,Back Bay,Lyft,lyft_premier,Lux,13.5,1.47,1.0,42.3647,-71.0542,40.01,37.53, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.61,3.79,4.95,1543672800,9.937999999999999,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, partly-cloudy-day ,27.64,1022.43,339,0.51,2,9.937999999999999,277.8,1543665331,1543698851,0.82,0.0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
3b1f047b-03e5-4b7f-9e43-fe14b888c0fe,1543670581.0,13,1,12,12-01-2018 13:23,America/New_York,North End,West End,Lyft,lyft,Lyft,7.0,1.26,1.0,42.3503,-71.081,35.95,30.89, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.72,6.06,6.35,1543672800,9.874,44.65,1543690800,34.88,1543712400,43.98,1543690800,35.53,1543712400, partly-cloudy-day ,27.65,1022.26,342,0.54,1,9.874,280.0,1543665335,1543698860,0.82,0.0,1543683600,31.57,1543665600,44.65,1543690800,28.1,1543658400,43.98,1543690800
474ba239-f4b2-4e33-9139-0d07bebe24c0,1543666081.0,12,1,12,12-01-2018 12:08,America/New_York,Theatre District,Haymarket Square,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,27.5,1.61,1.0,42.2148,-71.033,32.07,27.22, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.79,4.94,4.94,1543672800,9.712,44.11,1543690800,34.58,1543712400,43.44,1543690800,35.23,1543712400, partly-cloudy-day ,26.45,1021.71,325,0.37,0,9.712,279.6,1543665299,1543698873,0.82,0.0,1543683600,30.17,1543662000,44.11,1543690800,25.87,1543662000,43.44,1543690800
ee31467f-386b-4fec-b04b-aa849180280d,1543681089.0,16,1,12,12-01-2018 16:18,America/New_York,Financial District,Haymarket Square,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,8.0,1.25,1.0,42.3647,-71.0542,40.01,37.53, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.61,3.79,4.95,1543672800,9.937999999999999,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, partly-cloudy-day ,27.64,1022.43,339,0.51,2,9.937999999999999,277.8,1543665331,1543698851,0.82,0.0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
db562ebf-ef6e-441c-9ed0-c2aed97c95af,1543680183.0,16,1,12,12-01-2018 16:03,America/New_York,Fenway,West End,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,,2.72,1.0,42.3647,-71.0542,40.01,37.53, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.61,3.79,4.95,1543672800,9.937999999999999,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, partly-cloudy-day ,27.64,1022.43,339,0.51,2,9.937999999999999,277.8,1543665331,1543698851,0.82,0.0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
e6de48be-5482-4436-afed-415afdb6c7a3,1543692785.0,19,1,12,12-01-2018 19:33,America/New_York,Back Bay,North End,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,22.5,2.84,1.0,42.3661,-71.0631,43.99,43.99, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.52,2.13,3.27,1543672800,9.815,44.72,1543690800,34.9,1543712400,44.05,1543690800,35.55,1543712400, partly-cloudy-day ,27.51,1022.41,121,0.42,1,9.815,273.9,1543665333,1543698853,0.82,0.0,1543683600,31.55,1543658400,44.72,1543690800,27.95,1543658400,44.05,1543690800
f069bbcf-6306-4e85-832e-e26d559b679c,1543705087.0,22,1,12,12-01-2018 22:58,America/New_York,South Station,North Station,Lyft,lyft_plus,Lyft XL,13.5,1.7,1.0,42.3398,-71.0892,37.93,37.93, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.71,2.29,2.92,1543672800,9.724,44.8,1543690800,34.67,1543712400,44.13,1543690800,35.32,1543712400, partly-cloudy-night ,29.32,1023.38,124,0.43,0,9.724,271.2,1543665335,1543698864,0.82,0.0,1543683600,31.26,1543658400,44.8,1543690800,27.76,1543658400,44.13,1543690800
4daab7d0-eced-4287-ba77-882f8310faf4,1543642981.0,5,1,12,12-01-2018 05:43,America/New_York,North Station,Haymarket Square,Lyft,lyft_lux,Lux Black,16.5,0.72,1.0,42.3661,-71.0631,34.62,34.62, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.77,2.59,2.59,1543672800,9.937000000000001,44.72,1543690800,34.9,1543712400,44.05,1543690800,35.55,1543712400, partly-cloudy-night ,28.29,1018.67,298,0.83,0,9.937000000000001,289.6,1543665333,1543698853,0.82,0.0,1543683600,31.55,1543658400,44.72,1543690800,27.95,1543658400,44.05,1543690800
a4c1532c-874b-4c3b-99ef-6678c6cd8839,1543672078.0,13,1,12,12-01-2018 13:47,America/New_York,South Station,North Station,Lyft,lyft_plus,Lyft XL,13.5,1.96,1.0,42.3503,-71.081,35.95,30.89, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.72,6.06,6.35,1543672800,9.874,44.65,1543690800,34.88,1543712400,43.98,1543690800,35.53,1543712400, partly-cloudy-day ,27.65,1022.26,342,0.54,1,9.874,280.0,1543665335,1543698860,0.82,0.0,1543683600,31.57,1543665600,44.65,1543690800,28.1,1543658400,43.98,1543690800
777c6a07-1eb6-43e7-9911-ef6325857a17,1543641176.0,5,1,12,12-01-2018 05:12,America/New_York,Boston University,Theatre District,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,11.5,2.98,1.0,42.3661,-71.0631,34.62,34.62, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.77,2.59,2.59,1543672800,9.937000000000001,44.72,1543690800,34.9,1543712400,44.05,1543690800,35.55,1543712400, partly-cloudy-night ,28.29,1018.67,298,0.83,0,9.937000000000001,289.6,1543665333,1543698853,0.82,0.0,1543683600,31.55,1543658400,44.72,1543690800,27.95,1543658400,44.05,1543690800
9e514de0-5f19-40ec-851c-2347d4aa62f5,1543624689.0,0,1,12,12-01-2018 00:38,America/New_York,Fenway,Theatre District,Lyft,lyft,Lyft,10.5,2.68,1.0,42.3503,-71.081,38.72,36.65, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.64,3.23,3.53,1543554000,9.725,42.32,1543600800,31.57,1543665600,40.48,1543611600,28.1,1543658400, cloudy ,27.43,1017.51,292,1.0,0,9.725,288.7,1543578871,1543612479,0.79,0.0004,1543593600,28.64,1543579200,42.32,1543600800,29.29,1543579200,40.48,1543611600
24000e9e-d4f5-4bb9-8c05-322855efcbcc,1543679587.0,15,1,12,12-01-2018 15:53,America/New_York,North Station,South Station,Lyft,lyft_lux,Lux Black,22.5,2.08,1.0,42.3661,-71.0631,39.33,36.3, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.62,4.26,5.46,1543672800,9.961,44.72,1543690800,34.9,1543712400,44.05,1543690800,35.55,1543712400, partly-cloudy-day ,27.21,1022.59,346,0.24,2,9.961,278.7,1543665333,1543698853,0.82,0.0,1543683600,31.55,1543658400,44.72,1543690800,27.95,1543658400,44.05,1543690800
5abb8fed-7ae9-4631-b529-3d0a14e5c5d5,1543662481.0,11,1,12,12-01-2018 11:08,America/New_York,Financial District,Fenway,Lyft,lyft_line,Shared,10.5,4.56,1.0,42.3647,-71.0542,32.31,28.18, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.79,4.24,4.75,1543672800,9.85,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, partly-cloudy-night ,26.59,1021.74,320,0.67,0,9.85,281.4,1543665331,1543698851,0.82,0.0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
3938dda0-1a24-4ce3-a224-62bfdf0b70d3,1543688884.0,18,1,12,12-01-2018 18:28,America/New_York,Theatre District,Fenway,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,28.0,2.66,1.0,42.3647,-71.0542,43.64,43.64, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.54,2.73,3.36,1543672800,9.88,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, partly-cloudy-day ,27.9,1022.86,303,0.3,1,9.88,274.8,1543665331,1543698851,0.82,0.0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
6bba1222-aafb-4e0a-ae36-e6f6e0df9884,1543643882.0,5,1,12,12-01-2018 05:58,America/New_York,Haymarket Square,Theatre District,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,7.5,1.16,1.0,42.3661,-71.0631,34.62,34.62, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.77,2.59,2.59,1543672800,9.937000000000001,44.72,1543690800,34.9,1543712400,44.05,1543690800,35.55,1543712400, partly-cloudy-night ,28.29,1018.67,298,0.83,0,9.937000000000001,289.6,1543665333,1543698853,0.82,0.0,1543683600,31.55,1543658400,44.72,1543690800,27.95,1543658400,44.05,1543690800
7c7653db-2d2c-42e1-947c-d240f91098a9,1543625884.0,0,1,12,12-01-2018 00:58,America/New_York,South Station,Theatre District,Lyft,lyft_line,Shared,3.5,1.2,1.0,42.3503,-71.081,38.72,36.65, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.64,3.23,3.53,1543554000,9.725,42.32,1543600800,31.57,1543665600,40.48,1543611600,28.1,1543658400, cloudy ,27.43,1017.51,292,1.0,0,9.725,288.7,1543578871,1543612479,0.79,0.0004,1543593600,28.64,1543579200,42.32,1543600800,29.29,1543579200,40.48,1543611600
e1995be0-6d16-44ad-9a72-ad5cadfff932,1543703580.0,22,1,12,12-01-2018 22:32,America/New_York,Back Bay,Haymarket Square,Lyft,lyft_luxsuv,Lux Black XL,30.0,2.31,1.0,42.3398,-71.0892,37.93,37.93, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.71,2.29,2.92,1543672800,9.724,44.8,1543690800,34.67,1543712400,44.13,1543690800,35.32,1543712400, partly-cloudy-night ,29.32,1023.38,124,0.43,0,9.724,271.2,1543665335,1543698864,0.82,0.0,1543683600,31.26,1543658400,44.8,1543690800,27.76,1543658400,44.13,1543690800
1153691f-ec7e-4307-804f-09145fd1867c,1543661879.0,10,1,12,12-01-2018 10:57,America/New_York,Back Bay,South Station,Lyft,lyft_lux,Lux Black,19.5,1.32,1.0,42.3398,-71.0892,32.05,28.02, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.81,4.1,4.1,1543672800,9.857999999999999,44.8,1543690800,34.67,1543712400,44.13,1543690800,35.32,1543712400, partly-cloudy-night ,26.89,1021.7,309,0.4,0,9.857999999999999,280.6,1543665335,1543698864,0.82,0.0,1543683600,31.26,1543658400,44.8,1543690800,27.76,1543658400,44.13,1543690800
7ec106ae-fd0f-4f39-863f-f183aa0bcda0,1543657980.0,9,1,12,12-01-2018 09:53,America/New_York,Haymarket Square,Theatre District,Lyft,lyft,Lyft,7.0,1.19,1.0,42.3429,-71.1003,31.87,27.83, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.82,4.09,4.09,1543672800,9.687000000000001,44.82,1543690800,34.57,1543712400,44.15,1543690800,35.22,1543712400, partly-cloudy-night ,26.99,1019.9,312,0.52,0,9.687000000000001,282.9,1543665338,1543698866,0.82,0.0,1543683600,31.11,1543662000,44.82,1543690800,27.8,1543662000,44.15,1543690800
86ff32ef-22e6-4141-b261-38ea010b21be,1543649879.0,7,1,12,12-01-2018 07:37,America/New_York,Theatre District,Northeastern University,Lyft,lyft_premier,Lux,22.5,2.92,1.0,42.3661,-71.0631,34.37,31.07, Overcast , Light rain in the morning and overnight. ,0.0,0.0,0.78,3.76,3.82,1543672800,9.891,44.72,1543690800,34.9,1543712400,44.05,1543690800,35.55,1543712400, cloudy ,28.31,1019.63,301,1.0,0,9.891,286.6,1543665333,1543698853,0.82,0.0,1543683600,31.55,1543658400,44.72,1543690800,27.95,1543658400,44.05,1543690800
a9e4bd31-8c25-4382-affa-8dc70ce2389a,1543662185.0,11,1,12,12-01-2018 11:03,America/New_York,Fenway,Back Bay,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,26.5,1.49,1.0,42.3647,-71.0542,32.31,28.18, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.79,4.24,4.75,1543672800,9.85,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, partly-cloudy-night ,26.59,1021.74,320,0.67,0,9.85,281.4,1543665331,1543698851,0.82,0.0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
73d3d2be-71ec-4aa8-bcda-9cb8e92b5a27,1543625583.0,0,1,12,12-01-2018 00:53,America/New_York,South Station,Theatre District,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,9.5,1.3,1.0,42.3503,-71.081,38.72,36.65, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.64,3.23,3.53,1543554000,9.725,42.32,1543600800,31.57,1543665600,40.48,1543611600,28.1,1543658400, cloudy ,27.43,1017.51,292,1.0,0,9.725,288.7,1543578871,1543612479,0.79,0.0004,1543593600,28.64,1543579200,42.32,1543600800,29.29,1543579200,40.48,1543611600
